index;NO_MUNICIPIO;NO_ENTIDADE;IN_BIBLIOTECA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_PISCINA;IN_QUADRA_ESPORTES;IN_REFEITORIO;IN_SALA_ATELIE_ARTES;IN_SALA_LEITURA;IN_ACESSIBILIDADE_ELEVADOR;IN_INTERNET_APRENDIZAGEM;IN_ACESSO_INTERNET_COMPUTADOR;QT_PROF_PSICOLOGO;Código da Escola;Rede;IDEB
1206;Rio de Janeiro;1120006 ESCOLA MUNICIPAL AMADEU ROCHA;false;false; true;false;false;true;false;true;false;true;true;0;33085943;Municipal;5,7
1207;Rio de Janeiro;1120024 ESCOLA MUNICIPAL ANITA GARIBALDI;false;false;false;false;true;true;false;true;false;true;false;0;33085960;Municipal;4,2
1208;Rio de Janeiro;1120020 ESCOLA MUNICIPAL BELMIRO MEDEIROS;false;false; true;false;true;true;false;true;false;true;true;0;33085978;Municipal;5,8
1209;Rio de Janeiro;1120002 ESCOLA MUNICIPAL CANDIDO PORTINARI; true;false; true;false;true;true;false;true;false;true;false;0;33085994;Municipal;5,9
1210;Rio de Janeiro;1120017 ESCOLA MUNICIPAL CAPITAO DE FRAGATA DIDIER BARBOSA VIANNA;false;false; true;false;true;true;false;true;false;true;true;0;33086001;Municipal;5,2
1211;Rio de Janeiro;1120028 ESCOLA MUNICIPAL COMANDANTE GUILHERME FISCHER PRESSER; true; true; true;false;true;true;false;true;false;false;true;0;33086010;Municipal;5,8
1212;Rio de Janeiro;1120031 ESCOLA MUNICIPAL CONJUNTO PRAIA DA BANDEIRA; true; true; true;false;true;true;false;true;false;true;true;0;33086028;Municipal;5,8
1213;Rio de Janeiro;1120010 ESCOLA MUNICIPAL COSTA RICA; true;false; true;false;false;true;false;false;false;true;true;0;33086036;Municipal;6,4
1214;Rio de Janeiro;1120001 ESCOLA MUNICIPAL CUBA;false; true; true;false;true;true;false;true;false;true;false;0;33086044;Municipal;4,8
1215;Rio de Janeiro;1120014 ESCOLA MUNICIPAL HOLANDA; true;false; true;false;true;true;false;true;false;false;false;0;33086079;Municipal;5,2
1216;Rio de Janeiro;1120004 ESCOLA MUNICIPAL JORNALISTA ORLANDO DANTAS; true;false; true;false;true;true;false;true;false;true;true;0;33086087;Municipal;5,1
1217;Rio de Janeiro;1120022 ESCOLA MUNICIPAL MAESTRO FRANCISCO BRAGA;false;false; true;false;true;true;false;true;false;false;false;0;33086109;Municipal;5,1
1218;Rio de Janeiro;1120009 ESCOLA MUNICIPAL PADRE JOSE DE ANCHIETA;false;false;false;false;true;true;false;true;false;true;false;0;33086133;Municipal;6,2
1219;Rio de Janeiro;1120019 ESCOLA MUNICIPAL RODRIGO OTAVIO;false; true; true;false;true;true;false;true;false;true;false;0;33086168;Municipal;5,3
1220;Rio de Janeiro;1120030 ESCOLA MUNICIPAL TENENTE ANTONIO JOAO; true;false; true;false;true;true;false;true;false;false;false;0;33086206;Municipal;6,1
1221;Rio de Janeiro;0625206 CIEP ANTON MAKARENKO;false;false; true;false;true;true;true;true;false;false;true;0;33086478;Estadual;5
1222;Rio de Janeiro;0622204 CIEP JOAO DO RIO;false;false; true;false;true;true;false;true;false;false;true;0;33086508;Estadual;5,2
1223;Rio de Janeiro;0622203 CIEP OSWALD DE ANDRADE; true;false; true;false;true;true;false;false;false;true;false;0;33086516;Estadual;6,1
1224;Rio de Janeiro;0625032 ESCOLA MUNICIPAL ALZIRO ZARUR;false;false; true;false;true;true;false;true;false;false;false;0;33086869;Municipal;5
1225;Rio de Janeiro;0622002 ESCOLA MUNICIPAL ANTONIO MACEO;false;false;false;false;true;true;false;true;false;true;true;0;33086893;Municipal;5,6
1226;Rio de Janeiro;0622026 ESCOLA MUNICIPAL CLAUDIO GANNS; true;false;false;false;false;true;false;false;false;true;false;0;33086966;Municipal;6
1227;Rio de Janeiro;0625026 ESCOLA MUNICIPAL EUGENIA DUTRA HAMANN;false;false; true;false;false;true;false;true;false;true;true;0;33087040;Municipal;5,5
1228;Rio de Janeiro;0625004 ESCOLA MUNICIPAL GENERAL OSORIO;false;false; true;false;true;true;false;true;false;false;true;0;33087075;Municipal;4,9
1229;Rio de Janeiro;0625017 ESCOLA MUNICIPAL GRANDJEAN DE MONTIGNY;false;false; true;false;true;true;false;true;true;true;false;0;33087091;Municipal;5,6
1230;Rio de Janeiro;0622001 ESCOLA MUNICIPAL GUILHERME TELL;false;false; true;false;false;true;false;true;false;true;true;0;33087105;Municipal;5,9
1231;Rio de Janeiro;0622027 ESCOLA MUNICIPAL HILDEGARDO DE NORONHA;false;false; true;false;true;true;false;true;true;false;false;0;33087113;Municipal;4,8
1233;Rio de Janeiro;0622017 ESCOLA MUNICIPAL LIA BRAGA DE FARIA;false;false; true;false;true;true;false;true;true;false;false;0;33087156;Municipal;5,3
1234;Rio de Janeiro;0622025 ESCOLA MUNICIPAL LUCIO DE MENDONCA; true;false; true;false;true;true;false;false;false;false;true;0;33087164;Municipal;4,9
1235;Rio de Janeiro;0625022 ESCOLA MUNICIPAL MANUEL DE ABREU;false;false;false;false;true;true;false;true;false;false;false;0;33087180;Municipal;5,7
1236;Rio de Janeiro;0622024 ESCOLA MUNICIPAL MARIO PIRAGIBE;false; true;false;false;true;true;false;true;false;false;false;0;33087199;Municipal;5,1
1237;Rio de Janeiro;0622020 ESCOLA MUNICIPAL MAURICE MAETERLINCK;false;false;false;false;true;true;false;true;false;true;false;0;33087202;Municipal;5
1238;Rio de Janeiro;0625015 ESCOLA MUNICIPAL MAX FLEIUSS;false;false; true;false;true;true;false;true;true;true;false;0;33087210;Municipal;5,5
1239;Rio de Janeiro;0625016 ESCOLA MUNICIPAL MESTRE VALENTIM;false;false;false;false;true;true;false;true;false;false;false;0;33087229;Municipal;5,8
1240;Rio de Janeiro;0622008 ESCOLA MUNICIPAL NARBAL FONTES;false;false; true;false;true;true;false;false;false;true;false;0;33087237;Municipal;5
1241;Rio de Janeiro;0515033 ESCOLA MUNICIPAL OSWALDO GOELDI;false;false; true;false;true;true;false;true;false;false;false;0;33087253;Municipal;5,5
1242;Rio de Janeiro;0625025 ESCOLA MUNICIPAL OTAVIO KELLY; true;false;false;false;false;true;false;true;false;false;false;0;33087261;Municipal;5,3
1243;Rio de Janeiro;0622016 ESCOLA MUNICIPAL PIAUI;false;false; true;false;false;true;false;false;false;true;false;0;33087296;Municipal;6,1
1244;Rio de Janeiro;0622012 ESCOLA MUNICIPAL PROFESSOR ALVARO ESPINHEIRA;false;false; true;false;true;true;false;false;false;false;true;0;33087300;Municipal;5,4
1245;Rio de Janeiro;0625011 ESCOLA MUNICIPAL PROFESSOR ESCRAGNOLLE DORIA;false;false; true;false;true;true;false;true;false;false;false;0;33087318;Municipal;5,2
1246;Rio de Janeiro;0833002 ESCOLA MUNICIPAL PROFESSORA JURACY SILVEIRA;false;false;false;false;true;true;false;true;false;true;false;0;33087326;Municipal;5,5
1247;Rio de Janeiro;0625033 ESCOLA MUNICIPAL ZILDA NUNES DA COSTA;false;false;false;false;false;true;false;false;false;false;false;0;33087369;Municipal;5
1248;Rio de Janeiro;0123003 ESCOLA MUNICIPAL JULIA LOPES DE ALMEIDA;false;false;false;false;false;true;false;true;false;true;false;0;33087482;Municipal;5,7
1249;Rio de Janeiro;0123001 ESCOLA MUNICIPAL MACHADO DE ASSIS; true;false;false;false;false;true;false;true;false;true;false;0;33087490;Municipal;5,4
1250;Rio de Janeiro;0724502 CIEP MARGARET MEE;false;false; true;false;true;true;false;true;false;false;false;0;33087610;Estadual;4,8
1251;Rio de Janeiro;0227001 ESCOLA MUNICIPAL ABELARDO CHACRINHA BARBOSA; true;false; true;false;false;true;false;false;false;true;false;0;33087784;Municipal;5,2
1252;Rio de Janeiro;0724014 ESCOLA MUNICIPAL PROFESSORA DIDIA MACHADO FORTES; true;false;false;false;false;true;false;true;false;false;false;0;33087806;Municipal;6,8
1253;Rio de Janeiro;0724024 ESCOLA MUNICIPAL PROFESSOR CARLOS DELGADO DE CARVALHO; true;false; true;false;true;true;false;true;false;true;true;0;33087890;Municipal;5,9
1254;Rio de Janeiro;0724023 ESCOLA MUNICIPAL PROFESSOR JURANDIR PAES LEME;false;false;false;false;true;true;false;true;false;true;true;0;33087903;Municipal;5,5
1255;Rio de Janeiro;0724005 ESCOLA MUNICIPAL REPUBLICA DA COLOMBIA; true;false;false;false;true;true;false;true;false;false;false;0;33087920;Municipal;6,5
1256;Rio de Janeiro;0724501 ESCOLA MUNICIPAL VICE ALMIRANTE PAULO CASTRO MOREIRA DA SILVA;false;false; true;false;true;true;false;true;false;true;false;0;33087970;Municipal;6,2
1257;Rio de Janeiro;0625205 CIEP ANTONIO CANDEIA FILHO; true;false; true;false;true;true;false;true;false;false;false;0;33088071;Estadual;4
1258;Rio de Janeiro;0625001 ESCOLA MUNICIPAL ALIPIO MIRANDA RIBEIRO;false;false;false;false;false;true;false;true;false;true;false;0;33088217;Municipal;4,7
1259;Rio de Janeiro;0625027 ESCOLA MUNICIPAL ANDREA FONTES PEIXOTO;false;false; true;false;true;true;false;true;false;false;false;0;33088225;Municipal;4,9
1260;Rio de Janeiro;0625009 ESCOLA MUNICIPAL CORNELIO PENA;false;false; true;false;true;true;false;true;false;true;true;0;33088241;Municipal;5,5
1261;Rio de Janeiro;0625034 ESCOLA MUNICIPAL MOTORISTA PASCHOAL ANDRE;false;false; true;false;true;true;false;true;false;false;false;0;33088284;Municipal;4,4
1262;Rio de Janeiro;0625023 ESCOLA MUNICIPAL THOMAS JEFFERSON;false;false; true;false;false;true;false;true;false;true;false;0;33088306;Municipal;5
1263;Rio de Janeiro;0625008 ESCOLA MUNICIPAL VIRGILIO FRANCISCO MONTEIRO;false;false;false;false;false;true;false;true;false;false;false;0;33088314;Municipal;5,8
1264;Rio de Janeiro;1026202 CIEP HILDEBRANDO DE ARAUJO GOES; true;false; true;false;true;true;false;true;false;false;false;0;33088390;Estadual;4,8
1265;Rio de Janeiro;0716503 CIEP DOUTOR ADELINO DA PALMA CARLOS; true; true; true;false;true;true;false;false;false;true;false;0;33094551;Estadual;5,2
1266;Rio de Janeiro;0625502 CIEP ZUMBI DOS PALMARES;false;false; true;false;true;true;false;false;false;false;true;0;33100365;Estadual;3,9
1267;Rio de Janeiro;0817127 ESCOLA MUNICIPAL AYRTON SENNA DA SILVA; true;false; true;false;false;true;false;true;false;true;true;0;33100551;Municipal;7,3
1268;Rio de Janeiro;0918085 ESCOLA MUNICIPAL PROFESSOR HELTON ALVARES VELOSO DE CASTRO; true;false; true;false;true;true;false;true;false;false;true;0;33139806;Municipal;5,7
1270;Rio de Janeiro;1026018 ESCOLA MUNICIPAL EMMA DAVILA DE CAMILLIS;false;false;false;false;true;true;false;false;false;true;false;0;33140111;Municipal;5,8
1271;Rio de Janeiro;0918086 ESCOLA MUNICIPAL PROFESSOR FABIO CESAR PACIFICO; true;false; true;false;true;true;false;true;false;false;false;0;33142920;Municipal;4,9
1272;Rio de Janeiro;1026019 ESCOLA MUNICIPAL PROFESSORA MARIA HELENA SAMPAIO MARQUES; true;false;false;false;false;true;false;true;false;false;false;0;33143986;Municipal;5,6
1273;Rio de Janeiro;0430009 ESCOLA MUNICIPAL PROFESSOR PAULO FREIRE; true;false;false;false;true;true;false;true;false;false;false;0;33146071;Municipal;5,5
1274;Rio de Janeiro;0817128 ESCOLA MUNICIPAL AUSTRAGESILO DE ATAYDE; true;false; true;false;true;true;false;true;false;false;false;0;33146098;Municipal;4,4
1275;Rio de Janeiro;1019064 ESCOLA MUNICIPAL ALVARO VALLE;false;false;false;false;true;true;false;true;false;true;false;0;33146110;Municipal;5,5
1276;Rio de Janeiro;1019065 ESCOLA MUNICIPAL MARIO LAGO; true;false; true;false;true;true;false;true;false;true;true;0;33146144;Municipal;5,5
1277;Rio de Janeiro;0716073 ESCOLA MUNICIPAL ROBERTO BURLE MARX;false; true; true;false;true;true;false;true;false;false;false;0;33146268;Municipal;7,8
1278;Rio de Janeiro;0206024 ESCOLA MUNICIPAL SERGIO VIEIRA DE MELLO; true;false; true;false;true;true;false;false;false;false;false;0;33146292;Municipal;6
1279;Rio de Janeiro;0918087 ESCOLA MUNICIPAL PROFESSORA SONIA MARIA MALTEZ FERNANDEZ;false;false; true;false;true;true;false;true;false;true;true;0;33149305;Municipal;5,5
1280;Rio de Janeiro;0918088 ESCOLA MUNICIPAL APOLONIO DE CARVALHO;false;false; true;false;true;true;false;true;false;false;false;0;33154520;Municipal;4,7
1281;Rio de Janeiro;0716075 ESCOLA MUNICIPAL CLAUDIO BESSERMAN VIANNA;false;false; true;false;true;true;false;true;false;true;false;0;33158010;Municipal;5,8
1282;Rio de Janeiro;0312041 ESCOLA MUNICIPAL JOSE APARECIDO DO PRADO SARTI;false;false; true;false;false;true;false;true;false;true;false;0;33163715;Municipal;5,6
1283;Rio de Janeiro;0918095 ESCOLA MUNICIPAL MOACYR SCLIAR;false;false;false;false;true;true;false;true;true;true;false;0;33163774;Municipal;5
1284;Rio de Janeiro;1026025 ESCOLA MUNICIPAL RIVADAVIA MANOEL PINTO;false;false;false;false;true;true;false;true;false;true;false;0;33163812;Municipal;6
1285;Rio de Janeiro;0313056 ESCOLA MUNICIPAL MINISTRO CARLOS ALBERTO MENEZES DIREITO;false;false; true;false;false;true;true;true;false;true;false;0;33167460;Municipal;4,4
1286;Rio de Janeiro;0430010 ESCOLA MUNICIPAL ESCRITOR BARTOLOMEU CAMPOS DE QUEIROS; true; true;false;false;true;true;false;true;false;false;true;0;33167478;Municipal;4,7
1287;Rio de Janeiro;1019074 ESCOLA MUNICIPAL RICARDO BRENTANI; true;false;false;false;false;true;false;false;false;false;false;0;33167567;Municipal;4
1288;Rio de Janeiro;0107016 ESCOLA MUNICIPAL JOSUE DE SOUSA MONTELLO; true;false;false;false;false;false;false;true;false;false;false;0;33170975;Municipal;6
1289;Rio de Janeiro;0918096 ESCOLA MUNICIPAL PROFESSORA NORMA CHAMARELLI MARQUES;false;false;false;false;true;true;false;true;true;false;false;0;33173966;Municipal;4,4
1290;Rio de Janeiro;0625042 ESCOLA MUNICIPAL TEMISTOCLES DALMACIO PEREIRA;false; true; true;false;true;true;false;true;false;false;false;0;33175799;Municipal;5
1291;Rio de Janeiro;0430014 ESCOLA MUNICIPAL LINO MARTINS DA SILVA;false;false;false;false;true;true;false;true;false;false;false;0;33175950;Municipal;4,9
1292;Rio de Janeiro;0430015 ESCOLA MUNICIPAL ERPIDIO CABRAL DE SOUZA INDIO DA MARE;false;false;false;false;true;true;false;true;false;true;false;0;33176051;Municipal;5,1
1293;Rio de Janeiro;1019078 ESCOLA MUNICIPAL PARALIMPIADAS RIO 2016;false;false;false;false;true;true;false;true;false;true;false;0;33176167;Municipal;5,1
1294;Rio de Janeiro;1019082 ESCOLA MUNICIPAL PROFESSORA CLARA LUCIA DE SOUSA;false;false;false;false;true;true;false;true;true;true;false;0;33176183;Municipal;5
1295;Rio de Janeiro;1019081 ESCOLA MUNICIPAL WALQUIR PEREIRA; true;false;false;false;true;true;false;true;true;false;false;0;33176213;Municipal;4,8
1296;Rio de Janeiro;0918099 ESCOLA MUNICIPAL PROFESSOR ANTONIO BOAVENTURA; true;false;false;false;true;true;false;false;true;true;false;0;33176353;Municipal;6,2
1297;Rio de Janeiro;0716079 ESCOLA MUNICIPAL AZERBAIJAO;false;false;false;false;true;true;false;true;true;true;false;0;33176876;Municipal;5,9
1298;Rio de Janeiro;0716081 ESCOLA MUNICIPAL ATILA NUNES NETO; true;false;false;false;true;true;false;true;false;false;false;0;33179034;Municipal;5
1299;Rio de Janeiro;0918100 ESCOLA MUNICIPAL DULCE ARAUJO; true; true;false;false;true;true;false;true;true;false;false;0;33179131;Municipal;5,6
1300;Rio de Janeiro;0918101 ESCOLA MUNICIPAL YOLIS DA SILVA; true;false;false;false;true;true;false;true;false;true;false;0;33179140;Municipal;5,1
1301;Rio de Janeiro;0918102 ESCOLA MUNICIPAL PROFESSORA DALVA LAZARONI;false;false;false;false;true;true;false;true;true;false;false;0;33179158;Municipal;5,8
1302;Rio de Janeiro;0430018 ESCOLA MUNICIPAL MEDALHISTA OLIMPICO LUCAS SAATKAMP; true;false;false;false;true;true;false;true;false;true;false;0;33179450;Municipal;5,3
1303;Rio de Janeiro;1019084 ESCOLA MUNICIPAL MEDALHISTA OLIMPICO ROBSON DONATO CONCEICAO; true;false;false;false;true;true;false;true;true;false;false;0;33179468;Municipal;5
1304;Rio de Janeiro;1019092 ESCOLA MUNICIPAL VERA LUCIA CHAVES DA COSTA; true;false;false;false;true;true;false;true;true;true;false;0;33179484;Municipal;5,2
1305;Rio de Janeiro;0724028 ESCOLA MUNICIPAL FREI GASPAR;false;false; true;false;true;true;false;true;false;true;false;0;33228400;Municipal;4,7
1306;Rio de Janeiro;1019073 ESCOLA MUNICIPAL PROFESSOR FRANCISCO JOSE ANTONIO; true;false; true;false;true;true;false;true;false;false;false;0;33467242;Municipal;5,3
1307;Santa Maria Madalena;CIEP BRIZOLAO 273 - GRACIANO CARIELLO FILHO; true; true; true;false;true;true;false;true;false;true;false;0;33103550;Estadual;4
1308;Santo Antônio de Padua;CIEP BRIZOLAO 266- EM DEPUTADO ARMINDO MARCILIO DOUTEL DE ANDRADE;false;false;false;false;true;true;false;true;false;false;false;0;33007276;Estadual;5,5
1309;Santo Antônio de Padua;E M JOAO JAZBIK;false;false;false;false;false;true;false;false;false;false;false;0;33007438;Municipal;6,1
1310;Santo Antônio de Padua;E M PROFESSORA SARAH FARIA BRAZ;false;false;false;false;false;true;false;true;false;false;false;0;33007462;Municipal;6,5
1311;Santo Antônio de Padua;E M PROFESSORA MARIA PERLINGEIRO LAVAQUIAL;false;false;false;false;false;true;false;false;false;false;false;0;33007640;Municipal;6,1
1312;Santo Antônio de Padua;C M DR LEMANT DECNOP;false;false;false;false;true;true;false;true;false;true;true;0;33007888;Municipal;6,5
1313;Santo Antônio de Padua;ESCOLA MUNICIPAL JOAO MAURICIO BRUM;false; true;false;false;true;true;false;true;false;false;false;0;33008019;Municipal;5,9
1314;Santo Antônio de Padua;E M PEDRO BAPTISTA DE SOUZA; true;false;false;false;true;true;false;false;false;false;false;0;33008027;Municipal;6,6
1315;Santo Antônio de Padua;E M PROFESSORA LELIA LEITE DE FARIA;false;false;false;false;false;true;false;true;false;false;false;0;33008124;Municipal;6,5
1316;Santo Antônio de Padua;CIEP BRIZOLAO 469 EM PROFª ANAIDE PANARO CALDAS;false;false;false;false;true;true;false;true;false;false;false;0;33097542;Estadual;6
1317;Santo Antônio de Padua;ESCOLA MUNICIPAL ESCOLA VIVA PROFESSORA EDY BELLOTI;false;false;false;false;true;true;false;true;false;false;false;0;33139164;Municipal;5,9
1318;São Francisco de Itabapoana;E M ANTONIO PAES VIANA;false;false;false;false;false;false;false;false;false;false;false;0;33013667;Municipal;6,5
1319;São Francisco de Itabapoana;E M AVENTINA MARIA FERREIRA;false;false;false;false;false;true;false;false;false;false;false;0;33013810;Municipal;5,1
1320;São Francisco de Itabapoana;E M OTAVIO PINTO DE OLIVEIRA;false;false;false;false;false;true;false;false;false;false;false;0;33013900;Municipal;6,2
1321;São Francisco de Itabapoana;E M ARICIO LEITE LINHARES;false;false;false;false;false;true;false;false;false;false;false;0;33014183;Municipal;3,8
1322;São Francisco de Itabapoana;E M SALVINO DA SILVA ARRUDA;false;false;false;false;false;true;false;false;false;false;false;0;33014507;Municipal;5,5
1323;São Francisco de Itabapoana;E M ESTELITA DE ARAUJO CRESPO;false;false;false;false;false;true;false;false;false;true;false;0;33014523;Municipal;4,4
1324;São Fidelis;E M MANOEL JOSE PEREIRA; true;false; true;false;true;true;false;false;false;false;false;0;33013268;Municipal;5,4
1325;São Fidelis;E M NED CORDEIRO;false;false;false;false;false;true;false;false;false;false;false;0;33104123;Municipal;6
1326;São Fidelis;EM BARAO DE MACAUBAS; true;false;false;false;true;true;false;false;false;false;false;0;33162212;Municipal;5,1
1327;São Gonçalo;CIEP BRIZOLAO 125 PROFESSOR PAULO ROBERTO MACEDO DO AMARAL - MUNICIPALIZADO; true;false;false;false;true;true;true;false;false;false;false;0;33088934;Estadual;5,6
1328;São Gonçalo;E E MUNICIPALIZADA BAIRRO ALMERINDA;false;false;false;false;false;true;false;false;false;false;false;0;33089329;Municipal;6,1
1329;São Gonçalo;E E M MENTOR COUTO;false;false;false;false;false;true;false;false;false;false;false;0;33089400;Municipal;5,3
1330;São Gonçalo;ESCOLA ESTADUAL MUNICIPALIZADA PROFESSORA NIUMA GOULART BRANDAO;false;false;false;false;false;true;false;false;false;true;true;0;33089485;Municipal;5,1
1331;São Gonçalo;ESCOLA ESTADUAL MUNICIPALIZADA SALGADO FILHO; true;false;false;false;true;true;false;true;false;true;false;0;33089493;Municipal;4,1
1332;São Gonçalo;ESCOLA MUNICIPAL BELARMINO RICARDO SIQUEIRA; true;false; true;false;true;true;false;true;false;true;false;0;33089523;Municipal;4,3
1333;São Gonçalo;ESCOLA MUNICIPAL CARLOS DRUMMOND DE ANDRADE;false;false;false;false;true;true;false;true;false;true;false;0;33089566;Municipal;4,4
1334;São Gonçalo;ESCOLA MUNICIPAL DESEMBARGADOR RONALD DE SOUZA;false;false;false;false;true;true;false;true;false;true;false;0;33089574;Municipal;6
1335;São Gonçalo;ESCOLA MUNICIPAL DUQUE ESTRADA;false;false; true;false;false;true;false;false;false;true;true;0;33089590;Municipal;6
1336;São Gonçalo;ESCOLA MUNICIPAL GOVERNADOR ROBERTO DA SILVEIRA;false;false;false;false;true;true;false;false;false;false;false;0;33089604;Municipal;5,3
1337;São Gonçalo;ESCOLA MUNICIPAL JOSE MANNA JUNIOR;false;false;false;false;true;true;false;false;false;false;false;0;33089620;Municipal;5,9
1338;São Gonçalo;ESCOLA MUNICIPAL LEONOR CORREA; true;false; true;false;true;true;false;true;false;true;false;0;33089639;Municipal;5,2
1339;São Gonçalo;ESCOLA MUNICIPAL PROFESSOR PAULO ROBERTO MACEDO AMARAL;false;false; true;false;true;true;false;false;false;false;false;0;33089663;Municipal;5,3
1340;São Gonçalo;ESCOLA MUNICIPAL PREFEITO JAYME MENDONCA DE CAMPOS;false;false;false;false;true;true;false;true;false;false;false;0;33089671;Municipal;5,7
1341;São Gonçalo;ESCOLA MUNICIPAL SAO MIGUEL; true;false; true;false;false;true;false;true;false;true;true;0;33089698;Municipal;5,8
1342;São Gonçalo;ESCOLA MUNICIPAL VALERIA DE MATTOS FONTES; true;false; true;false;false;true;false;true;false;false;false;0;33089701;Municipal;5,5
1343;São Gonçalo;CIEP BRIZOLAO 438 -MUNICIPALIZADO RUBENS MAURICIO DA SILVA ABREU; true;false;false;false;true;true;false;true;false;false;false;0;33090181;Estadual;4,2
1344;São Gonçalo;EM BARAO DE SAO GONCALO; true;false;false;false;true;true;false;false;false;true;false;0;33090319;Municipal;5,6
1345;São Gonçalo;ESCOLA MUNICIPALIZADA ITAITINDIBA;false;false;false;false;true;true;false;false;false;false;false;0;33090408;Municipal;5,4
1346;São Gonçalo;ESCOLA MUNICIPAL LEDA VARGAS GIANNERINI; true;false;false;false;true;true;true;true;false;true;true;0;33090491;Municipal;5,1
1347;São Gonçalo;ESCOLA MUNICIPAL MARCUS VINICIUS CRUZ DE MELLO MORAES;false;false; true;false;false;true;false;true;false;true;false;0;33090505;Municipal;4,8
1348;São Gonçalo;ESCOLA MUNICIPAL PROFESSOR PAULO ROBERTO AZEREDO; true;false;false;false;true;true;false;true;false;true;false;0;33090530;Municipal;5,8
1349;São Gonçalo;ESCOLA MUNICIPAL RAUL VEIGA;false;false;false;false;true;true;false;true;false;true;false;0;33090556;Municipal;5,2
1350;São Gonçalo;CIEP BRIZOLAO 051 MUNICIPALIZADO ANITA GARIBALDI; true;false;false;false;true;true;false;true;false;true;false;0;33090661;Estadual;2,7
1351;São Gonçalo;ESCOLA ESTADUAL MUNICIPALIZADA GUAXINDIBA; true;false;false;false;true;true;false;false;false;false;false;0;33090866;Municipal;4,7
1352;São Gonçalo;E E M CARLOS MAIA;false;false;false;false;false;true;false;false;false;false;false;0;33091366;Municipal;5,4
1353;São Gonçalo;ESCOLA MUNICIPAL ELPIDIO DOS SANTOS; true;false;false;false;false;true;false;false;false;false;true;0;33091501;Municipal;5,5
1354;São Gonçalo;ESCOLA MUNICIPAL JOAQUIM LAVOURA; true;false;false;false;true;true;false;true;false;false;false;0;33091528;Municipal;5,6
1355;São Gonçalo;ESCOLA MUNICIPAL JOVITA MARIA DE JESUS;false;false;false;false;false;true;false;false;false;false;false;0;33091536;Municipal;5,5
1356;São Gonçalo;ESCOLA MUNICIPAL DEPUTADO JOSE CARLOS BRANDAO MONTEIRO;false;false;false;false;false;true;false;false;false;false;false;0;33091919;Municipal;4,3
1357;São Gonçalo;ESCOLA MUNICIPAL PRESIDENTE JOAO BELCHIOR MARQUES GOULART; true;false;false;false;true;true;false;true;false;false;false;0;33091935;Municipal;4,7
1358;São Gonçalo;ESCOLA MUNICIPAL ANAIA PEQUENO; true;false;false;false;false;true;false;true;false;false;false;0;33094292;Municipal;5,2
1359;São Gonçalo;ESCOLA MUNICIPAL DOUTOR HERACLITO FONTOURA SOBRAL PINTO;false;false;false;false;true;true;false;false;false;false;false;0;33096570;Municipal;4,9
1360;São Gonçalo;ESCOLA MUNICIPAL DARCY RIBEIRO; true;false;false;false;true;true;false;false;false;false;false;0;33117314;Municipal;5,1
1361;São Gonçalo;ESCOLA MUNICIPAL PROFESSOR EVADYR MOLINA; true;false;false;false;true;true;false;true;false;false;false;0;33119880;Municipal;5,1
1362;São Gonçalo;ESCOLA MUNICIPAL PROFESSORA MARLUCY SALLES DE ALMEIDA;false;false;false;false;true;true;false;true;false;true;false;0;33120110;Municipal;5,4
1363;São Gonçalo;ESCOLA MUNICIPAL PROFª ZULMIRA MATHIAS NETTO RIBEIRO; true;false;false;false;true;true;false;true;false;true;false;0;33129746;Municipal;4,5
1364;São Gonçalo;ESCOLA MUNICIPAL PROFESSORA GENECY SUHETT LIMA; true;false; true;false;false;true;false;true;false;true;true;0;33153558;Municipal;5,8
1365;São Gonçalo;ESCOLA MUNICIPAL PROFESSORA AIDA VIEIRA DE SOUZA;false;false;false;false;false;true;false;false;false;false;false;0;33153566;Municipal;5
1366;São Gonçalo;ESCOLA MUNICIPAL PASTOR MAURO ISRAEL MOREIRA; true;false; true;false;false;true;false;true;false;false;false;0;33157928;Municipal;5,4
1367;São Gonçalo;ESCOLA MUNICIPAL PADRE CIPRIANO DOUMA;false; true; true;false;false;true;false;false;false;true;false;0;33157936;Municipal;5,5
1368;São Gonçalo;ESCOLA MUNICIPAL PASTOR RICARDO PARISE;false;false; true;false;true;true;false;true;false;false;false;0;33157944;Municipal;4,9
1369;São Gonçalo;EM PASTOR JOSE AUGUSTO GRASSINI;false;false;false;false;true;true;false;true;false;false;false;0;33166528;Municipal;5
1370;São Gonçalo;ESCOLA MUNICIPAL NICE MENDONCA DE SOUZA E SILVA; true; true;false;false;false;true;false;true;true;false;false;0;33182795;Municipal;5,5
1371;São João da Barra;E M PROFESSORA DIONELIA GONCALVES SANTOS; true;false; true;false;false;true;false;true;false;false;false;1;33013608;Municipal;5,3
1372;São João da Barra;ESCOLA ESTADUAL MUNICIPALIZADA FRANCISCO ALVES TOLEDO;false;false;false;false;false;true;false;false;false;false;false;0;33014540;Municipal;4
1373;São João da Barra;ESCOLA MUNICIPAL JOSE ALVES BARRETO; true;false; true;false;true;true;false;true;false;true;true;0;33014655;Municipal;5
1374;São João da Barra;ESCOLA MUNICIPAL MANOEL DE SOUZA GOMES; true;false;false;false;false;true;false;true;false;true;true;0;33014698;Municipal;5,4
