,ID_ESCOLA,NOTA_IDEB,NO_ENTIDADE,NO_UF,SG_UF,NO_REGIAO,NO_MUNICIPIO,NO_BAIRRO,CO_CEP,DS_ENDERECO,NU_ENDERECO,latitude,longitude
1925,35900461,4.0,ISAURA TEIXEIRA VASCONCELLOS PROFESSORA,São Paulo,SP,Sudeste,São João da Boa Vista,JARDIM LUCAS TEIXEIRA,13876860,ANTONIO MILAN SOBRINHO,1461,-22.00504,-46.78375
1926,35030727,4.1,JOANITA BIANCHI BONSEGNO CARVALHO PROFESSORA,São Paulo,SP,Sudeste,São João de Iracema,CENTRO,15315000,RUA SEBASTIAO BATISTA DOS SANTOS,580,-20.51464,-50.3527
1927,35031461,5.6,SALVADOR RAMOS DE MOURA PROF,São Paulo,SP,Sudeste,São João do Pau d'Alho,CENTRO,17970000,RUA JOSE ANTONIO SANCHES,468,-21.27051,-51.66774
1928,35024703,3.8,GENOVEVA PINHEIRO VIEIRA DE VITTA PROFESSORA,São Paulo,SP,Sudeste,São Joaquim da Barra,CENTRO,14600000,RUA RIO GRANDE DO NORTE,1697,-20.58769,-47.86433
1929,35024715,4.4,MANOEL GOUVEIA DE LIMA,São Paulo,SP,Sudeste,São Joaquim da Barra,BAIXADA,14600000,RUA ESPIRITO SANTO,599,-20.57602,-47.85473
1930,35912098,4.1,EDDA CARDOZO DE SOUZA MARCUSSI,São Paulo,SP,Sudeste,São Joaquim da Barra,JOAO PAULO II,14600000,RUA JOAQUIM CANDIDO PAULA,500,-20.60079,-47.87579
1931,35012440,3.8,MIGUEL PEREIRA,São Paulo,SP,Sudeste,São José do Barreiro,CENTRO,12830000,PRACA CEL CUNHA LARA,50,-22.64558,-44.57778
1932,35019045,3.9,STELLA COUVERT RIBEIRO PROFESSORA,São Paulo,SP,Sudeste,São José do Rio Pardo,SANTO ANTONIO,13720000,RUA FRANCISCO DESSIMONI,260,-21.59471,-46.90038
1933,35019112,4.7,CANDIDO RODRIGUES DOUTOR,São Paulo,SP,Sudeste,São José do Rio Pardo,CENTRO,13720000,PRACA BARAO DO RIO BRANCO,141,-21.59927,-46.8898
1934,35139518,4.8,FUNDACAO EDUCACIONAL DE SAO JOSE DO RIO PARDO,São Paulo,SP,Sudeste,São José do Rio Pardo,CENTRO,13720000,AVENIDA DEPUTADO EDUARDO VICENTE NASSER,850,-21.60044,-46.89272
1935,35028708,4.8,GONCALVES MONSENHOR,São Paulo,SP,Sudeste,São José do Rio Preto,BOA VISTA,15025100,RUA DOUTOR PRESCILIANO PINTO,940,-20.8051,-49.38366
1936,35028794,5.8,AMIRA HOMSI CHALELLA PROFESSORA,São Paulo,SP,Sudeste,São José do Rio Preto,VILA NOSSA SENHORA DO BONFIM,15084180,LUIZ FIGUEIREDO FILHO,1273,-20.83161,-49.37724
1937,35028824,6.4,PHILADELPHO GOUVEA NETTO ETEC,São Paulo,SP,Sudeste,São José do Rio Preto,JARDIM NOVO AEROPORTO,15035010,AVENIDA DOS ESTUDANTES,3278,-20.81116,-49.40408
1938,35028903,5.2,JUSTINO JERRY FARIA PROFESSOR,São Paulo,SP,Sudeste,São José do Rio Preto,SANTOS DUMONT,15020040,IPIRANGA,3078,-20.81925,-49.40425
1939,35028927,5.4,JOSE FELICIO MIZIARA PROFESSOR,São Paulo,SP,Sudeste,São José do Rio Preto,CHACARA MUNICIPAL,15090150,ROBERTO MANGE,170,-20.82893,-49.39535
1940,35043059,4.3,MARIA GALANTE NORA PROFESSORA,São Paulo,SP,Sudeste,São José do Rio Preto,JARDIM RESIDENCIAL VETORASSO,15041010,ANTONIO PEREIRA DA SILVA,1145,-20.79589,-49.41809
1941,35908149,4.2,ALZIRA VALLE ROLEMBERG PROFESSORA,São Paulo,SP,Sudeste,São José do Rio Preto,PARQUE RESIDENCIAL DOM LAFAIETE LIBANIO,15046080,ANTONIO FRANCISCO COUTINHO,205,-20.7749,-49.38853
1942,35918337,3.9,CELSO ABBADE MOURAO,São Paulo,SP,Sudeste,São José do Rio Preto,SOLO SAGRADO I,15044545,JESUS CRISTO,1041,-20.77584,-49.41859
1943,35919688,3.8,SONIA MARIA VENTURELLI PROFESSORA,São Paulo,SP,Sudeste,São José do Rio Preto,CONJUNTO HABITACIONAL SAO DEOCLECIANO,15057290,NOVA CONSTITUICAO,300,-20.79161,-49.34015
1944,35013523,5.4,ILZA IRMA MOELLER COPPIO PROFESSORA,São Paulo,SP,Sudeste,São José dos Campos,VILA SINHA,12212659,JAGUARI,362,-23.15666,-45.90568
1945,35013560,5.3,JOSE VIEIRA MACEDO PROFESSOR,São Paulo,SP,Sudeste,São José dos Campos,JARDIM SATELITE,12230750,IPIAU,162,-23.23085,-45.88818
1946,35013648,4.1,YOSHIYA TAKAOKA,São Paulo,SP,Sudeste,São José dos Campos,VILA PAIVA,12213350,JOSE BONIFACIO DE ARANTES,272,-23.14045,-45.9117
1947,35013869,5.4,JOSE MARIOTTO FERREIRA MAJOR AVIADOR,São Paulo,SP,Sudeste,São José dos Campos,VILA DAS ACACIAS,12228530,PRACA MARECHAL EDUARDO GOMES,50,-23.20532,-45.88243
1948,35013936,5.7,FRANCISCO PEREIRA DA SILVA PROFESSOR,São Paulo,SP,Sudeste,São José dos Campos,VILA TATETUBA,12220190,UIRAPURU,131,-23.19985,-45.86104
1949,35035361,5.8,MARIA DOLORES VERISSIMO MADUREIRA PROFESSORA,São Paulo,SP,Sudeste,São José dos Campos,JARDIM ANHEMBI,12235240,SERRA DO RONCADOR,310,-23.22471,-45.89913
1950,35035385,4.0,ELMANO FERREIRA VELOSO,São Paulo,SP,Sudeste,São José dos Campos,CHACARAS REUNIDAS,12238350,MONTE AZUL,795,-23.25222,-45.92437
1951,35042316,4.3,MALBA THEREZA FERRAZ CAMPANER PROFESSORA,São Paulo,SP,Sudeste,São José dos Campos,JARDIM ORIENTE,12236160,MIKADO,142,-23.24172,-45.89622
1952,35042328,5.6,NELSON DO NASCIMENTO MONTEIRO PROFESSOR,São Paulo,SP,Sudeste,São José dos Campos,CONJUNTO RESIDENCIAL TRINTA E UM DE MARCO,12237750,HERMENEGILDO SCARENSI,91,-23.24743,-45.91759
1953,35406284,6.3,ETEC PROFESSORA ILZA NASCIMENTO PINTUS,São Paulo,SP,Sudeste,São José dos Campos,PARQUE RESIDENCIAL AQUARIUS,12246260,SALMAO,570,-23.21986,-45.90506
1954,35902548,5.0,RUTH COUTINHO SOBREIRO PROFESSORA,São Paulo,SP,Sudeste,São José dos Campos,JARDIM SANTA INES II,12248511,JOSE ALVES DE PAIVA,530,-23.16857,-45.80355
1955,35919724,4.2,ZILAH FERREIRA VIAGI PASSARELLI DE CAMPOS PROFESSORA,São Paulo,SP,Sudeste,São José dos Campos,BOSQUE DOS EUCALIPTOS,12233490,VOTUPORANGA,326,-23.25822,-45.89066
1956,35922018,5.0,MARCIA HELENA BARBOSA LINO PROFESSORA,São Paulo,SP,Sudeste,São José dos Campos,CAMPO DOS ALEMAES,12239670,JOSE RODRIGUES SALGADO,150,-23.27003,-45.89063
1957,35080615,5.4,ANDRE FRANCO MONTORO GOVERNADOR,São Paulo,SP,Sudeste,São Lourenço da Serra,CENTRO,6890000,RUA JOAO ALFREDO DE MORAES,300,-23.85835,-46.94882
1958,35910685,4.1,ANTONIO BALDUSCO PREFEITO,São Paulo,SP,Sudeste,São Lourenço da Serra,DESPEZIO,6890000,RUA DAS PRIMAVERAS,270,-22.11574,-45.071
1959,35014771,4.1,MANUEL JOSE CHAVES DR,São Paulo,SP,Sudeste,São Manuel,CENTRO,18650000,IRMAS CINTRA,956,-22.73564,-48.56759
1960,35014953,3.0,WALTER CARRER PROF,São Paulo,SP,Sudeste,São Manuel,CDHU II NUCLEO HABITACIONAL PROFESSOR JOSE INNOCEN,18650000,ABILIO RAMOS FILHO,350,-22.74266,-48.57007
1961,35014965,5.8,ATILIO INNOCENTI PROF,São Paulo,SP,Sudeste,São Manuel,VILA SANTA HELENA,18650000,LUIZ RICARDO,85,-22.72604,-48.5723
1962,35038921,4.6,SADAMITA IVASSAKI,São Paulo,SP,Sudeste,São Miguel Arcanjo,ABAITINGA,18230000,RUA GENTIL CAMARGO,283,-24.03985,-48.0117
1963,35905288,3.8,JOSE BALTAZAR DE SOUZA,São Paulo,SP,Sudeste,São Miguel Arcanjo,GRAMADAO,18230000,RUA JOSE ANTONIO VIEIRA,300,-23.84673,-48.18517
1964,35921750,5.0,MARIA ELISA DE OLIVEIRA PROFA,São Paulo,SP,Sudeste,São Miguel Arcanjo,CENTRO,18230000,RUA CORONEL FERNANDO PRESTES,460,-23.87538,-47.9968
1965,35000188,4.5,ANTONIO CANDIDO CORREA GUIMARAES FILHO PROFESSOR,São Paulo,SP,Sudeste,São Paulo,JARDIM SANTO ELIAS,5110000,MUTINGA,5071,-23.50472,-46.75814
1966,35000255,4.8,CLODOMIRO CARNEIRO,São Paulo,SP,Sudeste,São Paulo,SITIO MORRO GRANDE,2809040,MANOEL DE SOUZA AZEVEDO,364,-23.47174,-46.70305
1967,35000309,4.5,BENEDITO TOLOSA PROFESSOR,São Paulo,SP,Sudeste,São Paulo,CASA VERDE,2515050,PRACA DIRCEU DE LIMA,617,-23.51086,-46.65741
1968,35000383,4.6,ANTOINE DE SAINT EXUPERY,São Paulo,SP,Sudeste,São Paulo,VILA CARBONE,2751000,RUA ANTONIO RIBEIRO DE MORAIS,184,-23.49163,-46.68108
1969,35000486,6.4,ALBERT EINSTEIN ETEC,São Paulo,SP,Sudeste,São Paulo,VILA BARUEL,2522050,NOVA GRANADA,35,-23.50514,-46.65956
1970,35000528,4.3,COLOMBO DE ALMEIDA PROFESSOR,São Paulo,SP,Sudeste,São Paulo,CASA VERDE ALTA,2545060,RUA GRACIANO ALTIERI,114,-23.49393,-46.6605
1971,35000668,5.0,ROMULO PERO PROFESSOR,São Paulo,SP,Sudeste,São Paulo,SANTA TERESINHA,2461000,RUA COPACABANA,243,-23.49419,-46.63765
1972,35000929,5.2,ANTONIO VIEIRA PADRE,São Paulo,SP,Sudeste,São Paulo,CANINDE,2031200,AVENIDA CRUZEIRO DO SUL,3301,-23.50166,-46.62527
1973,35000942,5.4,BUENOS AIRES,São Paulo,SP,Sudeste,São Paulo,SANTANA,2037001,RUA DOUTOR OLAVO EGIDIO,1008,-23.50035,-46.61621
1974,35000954,5.4,HORACIO AUGUSTO DA SILVEIRA PROF ETEC,São Paulo,SP,Sudeste,São Paulo,VILA MARIA BAIXA,2110010,ALCANTARA,113,-23.66948,-46.656
1975,35001235,3.4,CYRENE DE OLIVEIRA LAET DONA,São Paulo,SP,Sudeste,São Paulo,VILA NILO,2278040,ESTER ELISA,227,-23.45874,-46.57917
1976,35001296,4.2,CARMOSINA MONTEIRO VIANNA PROFA,São Paulo,SP,Sudeste,São Paulo,JARDIM BRASIL ZONA NORTE,2210000,ANTONIO PALMIERI,377,-23.48574,-46.5799
1977,35001302,4.3,ARNALDO BARRETO,São Paulo,SP,Sudeste,São Paulo,TREMEMBE,2370020,ANTONIO PESTANA,58,-23.46134,-46.62206
1978,35001363,5.4,SAO PAULO,São Paulo,SP,Sudeste,São Paulo,BRAS,3003000,RUA DA FIGUEIRA,500,-23.57965,-46.55899
1979,35001375,5.6,LOUREIRO JUNIOR PROFESSOR,São Paulo,SP,Sudeste,São Paulo,QUARTA PARADA,3303000,RUA PADRE ADELINO,1330,-23.54445,-46.58616
1980,35001417,5.5,ISAI LEIRNER,São Paulo,SP,Sudeste,São Paulo,VILA INVERNADA,3349030,PLACIDO DE CASTRO,221,-23.56733,-46.56506
1981,35001521,4.0,PAULO LUIG FREI,São Paulo,SP,Sudeste,São Paulo,PARI,3028001,CARLOS DE CAMPOS,841,-23.52495,-46.61013
1982,35001569,4.9,OSWALDO CRUZ,São Paulo,SP,Sudeste,São Paulo,MOOCA,3103003,RUA DA MOOCA,2183,-23.55498,-46.60403
1983,35001636,6.0,CAMARGO ARANHA PROF ETEC,São Paulo,SP,Sudeste,São Paulo,MOOCA,3169040,RUA MARCIAL,25,-23.55332,-46.59778
1984,35001661,5.3,MMDC,São Paulo,SP,Sudeste,São Paulo,ALTO DA MOOCA,3183001,CUIABA,667,-23.56038,-46.59047
1985,35001685,4.8,MARIO CASASSANTA PROFESSOR,São Paulo,SP,Sudeste,São Paulo,VILA ALPINA,3147100,RUA PARAMU,693,-23.59434,-46.56615
1986,35001776,4.0,SECUNDINO DOMINGUES FILHO DOUTOR,São Paulo,SP,Sudeste,São Paulo,JARDIM INDEPENDENCIA,3223110,SECUNDINO DOMINGUES,136,-23.58877,-46.55944
1987,35001910,4.3,CLEMENTE QUAGLIO PROFESSOR,São Paulo,SP,Sudeste,São Paulo,VILA ORATORIO,3192100,MANUEL ONHA,234,-23.52276,-46.56899
1988,35002057,5.1,AMELIA DE ARAUJO DONA,São Paulo,SP,Sudeste,São Paulo,VILA FERNANDES,3433025,VACANGA,415,-23.561,-46.53064
1989,35002173,4.9,JOAO BORGES PROFESSOR,São Paulo,SP,Sudeste,São Paulo,VILA GOMES CARDIM,3310000,ITAPURA,976,-23.54736,-46.56642
1990,35002203,5.4,JOSE MARQUES DA CRUZ PROFESSOR,São Paulo,SP,Sudeste,São Paulo,VILA FORMOSA,3362050,ARACE,563,-23.56184,-46.54247
1991,35002422,4.4,GABRIEL ORTIZ PROFESSOR,São Paulo,SP,Sudeste,São Paulo,PENHA DE FRANCA,3652000,AMADOR BUENO DA VEIGA,2932,-23.52265,-46.51814
1992,35002598,3.6,ASTOLFO ARAUJO DEPUTADO,São Paulo,SP,Sudeste,São Paulo,JARDIM MARINGA,3526000,ITAQUERA,2417,-23.55022,-46.49859
1993,35002628,5.4,APRIGIO GONZAGA PROF ETEC,São Paulo,SP,Sudeste,São Paulo,VILA CARLOS DE CAMPOS,3640010,ORENCIO VIDIGAL DOUTOR,212,-23.53099,-46.53934
1994,35002641,4.8,JOSE PEREIRA DE QUEIROZ DR,São Paulo,SP,Sudeste,São Paulo,VILA NOVA SAVOIA,3532020,PARANHOS,264,-23.54336,-46.51512
1995,35002690,4.2,JOAO RAMACCIOTTI PROF,São Paulo,SP,Sudeste,São Paulo,PARQUE DAS PAINEIRAS,3694060,JOAO DORIVAL CARDOSO DOUTOR,189,-23.53783,-46.48108
1996,35002847,4.5,MIGUEL DE CERVANTES Y SAAVEDRA DOM,São Paulo,SP,Sudeste,São Paulo,JARDIM PENHA,3759000,CANDIDO MOTA,267,-23.50517,-46.49485
1997,35002860,4.2,ESTELA BORGES MORATO,São Paulo,SP,Sudeste,São Paulo,JARDIM HELENA,8081180,TUJUMIRIM,419,-23.47997,-46.42018
1998,35002975,4.9,MARIO REYS COMENDADOR,São Paulo,SP,Sudeste,São Paulo,PARADA XV DE NOVEMBRO,8246090,JERIBATUBA,102,-23.53359,-46.43439
1999,35003037,3.7,ATAULPHO ALVES,São Paulo,SP,Sudeste,São Paulo,VILA ROSARIA,8021300,MARIA SUSANO POLILO,485,-23.50251,-46.43501
2000,35003153,3.9,LUZIA DE QUEIROZ E OLIVEIRA PROFA,São Paulo,SP,Sudeste,São Paulo,CIDADE LIDER,8285060,ITAQUERA,5912,-23.55278,-46.47151
2001,35003608,6.7,BASILIDES DE GODOY PROF ETEC,São Paulo,SP,Sudeste,São Paulo,VILA LEOPOLDINA,5089000,RUA GUAIPA,678,-23.52093,-46.72842
2002,35003657,4.9,EMILIANO AUGUSTO CAVALCANTI DE ALBUQUERQUE E MELO,São Paulo,SP,Sudeste,São Paulo,ALTO DE PINHEIROS,5458001,AVENIDA DIOGENES RIBEIRO DE LIMA,2001,-23.54116,-46.7173
2003,35003694,6.5,GUARACY SILVEIRA ETEC,São Paulo,SP,Sudeste,São Paulo,PINHEIROS,5428001,FERREIRA DE ARAUJO,527,-23.56229,-46.69785
2004,35003700,5.5,ANTONIO ALVES CRUZ PROFESSOR,São Paulo,SP,Sudeste,São Paulo,PINHEIROS,5410002,RUA ALVES GUIMARAES,1511,-23.54992,-46.68245
2005,35003748,5.6,ARCY MAJOR,São Paulo,SP,Sudeste,São Paulo,VILA MARIANA,4106062,JOSE DE QUEIROS ARANHA DOUTOR,451,-23.57867,-46.63552
2006,35003773,5.0,COSTA MANSO MINISTRO,São Paulo,SP,Sudeste,São Paulo,VILA NOVA CONCEICAO,4535003,RUA JOAO CACHOEIRA,960,-23.58864,-46.67697
2007,35003931,5.3,OSWALDO ARANHA,São Paulo,SP,Sudeste,São Paulo,BROOKLIN PAULISTA,4559002,AVENIDA PORTUGAL,859,-23.61575,-46.68222
2008,35004157,5.3,ALBERTO TORRES,São Paulo,SP,Sudeste,São Paulo,BUTANTA,5503000,AVENIDA DOUTOR VITAL BRASIL,1260,-23.56899,-46.71529
2009,35004169,4.7,ANA ROSA DE ARAUJO DONA,São Paulo,SP,Sudeste,São Paulo,VILA INAH,5619000,RUA EDEN,100,-23.58879,-46.72706
2010,35004352,6.1,GETULIO VARGAS ETEC,São Paulo,SP,Sudeste,São Paulo,IPIRANGA,4266040,CLOVIS BUENO DE AZEVEDO,70,-23.58924,-46.61183
2011,35004510,5.5,TEOTONIO ALVES PEREIRA,São Paulo,SP,Sudeste,São Paulo,VILA SAO JOSE IPIRANGA,4271060,RUA ARCIPRESTE EZEQUIAS,734,-23.59105,-46.61902
2012,35004790,5.1,BRASILIO MACHADO,São Paulo,SP,Sudeste,São Paulo,VILA MARIANA,4119001,RUA AFONSO CELSO,311,-23.59441,-46.63498
2013,35004820,5.3,JOSE VICENTE DE AZEVEDO CONDE,São Paulo,SP,Sudeste,São Paulo,BOSQUE DA SAUDE,4136030,GUARAREMA,365,-23.60882,-46.626
2014,35005009,4.1,BEATRIZ DE QUADROS LEME PROFESSORA,São Paulo,SP,Sudeste,São Paulo,PARQUE FERNANDA,5888160,RUA PROFESSOR GASTAO RAMOS,03,-23.6747,-46.79007
2015,35005010,4.5,LEOPOLDO SANTANA PROFESSOR,São Paulo,SP,Sudeste,São Paulo,CAPAO REDONDO,5859100,RUA MANOEL DUARTE OLIVEIRA,151,-23.66791,-46.76762
2016,35005061,4.4,ZULMIRA CAVALHEIRO FAUSTINO DONA,São Paulo,SP,Sudeste,São Paulo,JARDIM MIRANTE,5801050,LUIZ GRASSMANN,216,-23.64538,-46.73262
2017,35005071,4.4,EUSEBIO DE PAULA MARCONDES PROFESSOR,São Paulo,SP,Sudeste,São Paulo,VILA CAMPO GRANDE,4455360,DOMINGAS GALLETERI BLOTTA,45,-23.68352,-46.67535
2018,35005186,4.4,LUIZ GONZAGA PINTO E SILVA PROFESSOR,São Paulo,SP,Sudeste,São Paulo,JARDIM SAO LUIS,5843000,GERALDO FRAGA DE OLIVEIRA,324,-23.65294,-46.73775
2019,35005289,4.8,ALBERTO SALOTTI PROF EE,São Paulo,SP,Sudeste,São Paulo,JARDIM FLORESTA,4836130,CARLOS OBERHUBER,90,-23.74075,-46.70609
2020,35005307,4.7,PAULINO NUNES ESPOSO,São Paulo,SP,Sudeste,São Paulo,JARDIM CASA GRANDE,4865005,SADAMU INOUE,365,-23.82265,-46.73544
2021,35005344,4.7,HILTON REIS SANTOS PROF,São Paulo,SP,Sudeste,São Paulo,EMBURA,4893000,MARCILAC ENGENHEIRO,8029,-23.88306,-46.73649
2022,35005368,4.9,JOSE VIEIRA DE MORAES PROF,São Paulo,SP,Sudeste,São Paulo,RIO BONITO,4826000,FREDERICO RENE DE JAEGHER,206,-23.71895,-46.70117
2023,35005373,5.2,JOSE GERALDO DE LIMA PROF EE,São Paulo,SP,Sudeste,São Paulo,JARDIM IPANEMA ZONA SUL,4784000,ANTONIO MARIANO,254,-23.68807,-46.7076
2024,35005447,3.8,MARIA AMELIA BRAZ PROFA,São Paulo,SP,Sudeste,São Paulo,JARDIM SAO RAFAEL,4860050,AMADOR ARRAIS FREI,100,-23.76083,-46.7172
2025,35005459,4.1,HERBERT BALDUS,São Paulo,SP,Sudeste,São Paulo,JARDIM SAO BERNARDO,4844560,CANCAO DA TERRA,100,-23.75847,-46.70437
2026,35005484,4.2,JOAO BATISTA DE CARVALHO MONSENHOR,São Paulo,SP,Sudeste,São Paulo,JARDIM CRIS,5834090,CRISTIANIA,13,-23.67184,-46.75451
2027,35035610,4.0,RENATA GRAZIANO DE OLIVEIRA PRADO PROFESSORA,São Paulo,SP,Sudeste,São Paulo,JARDIM GUARUJA,5877150,ARNALDO DANIEL,100,-23.69515,-46.78915
2028,35036729,4.9,CARLOS DE MORAES ANDRADE PROF,São Paulo,SP,Sudeste,São Paulo,PARQUE BRASIL,4846000,BELMIRA MARIN DONA,2440,-23.75148,-46.68843
2029,35036959,4.3,MANUEL BANDEIRA,São Paulo,SP,Sudeste,São Paulo,VILA PERUS,5208000,JULIO CESAR LEAL,15,-23.411,-46.75674
2030,35037035,5.4,ASTROGILDO ARRUDA PROF,São Paulo,SP,Sudeste,São Paulo,VILA CAROLINA,8040130,DOMINGOS DO SACRAMENTO,275,-23.50706,-46.44792
2031,35037382,4.1,ELZA SARAIVA MONTEIRO PROFA,São Paulo,SP,Sudeste,São Paulo,JARDIM PERI,2650000,AVENIDA MARIANA CALIGIORI RONCHETTI,1200,-23.45806,-46.66007
2032,35037692,5.3,ANA SIQUEIRA DA SILVA,São Paulo,SP,Sudeste,São Paulo,CIDADE D ABRIL,5182000,MAURO DE ARAUJO RIBEIRO,678,-23.44889,-46.74411
2033,35037710,5.4,MILTON DA SILVA RODRIGUES PROFESSOR,São Paulo,SP,Sudeste,São Paulo,MOINHO VELHO,2960000,JOAO CORDEIRO,929,-23.49123,-46.70505
2034,35038313,4.1,VERA ATHAYDE PEREIRA PROFA,São Paulo,SP,Sudeste,São Paulo,JARDIM VISTA ALEGRE,4831130,LECONTE DE LISLE,300,-23.73859,-46.71365
2035,35039299,5.3,IBRAHIM NOBRE,São Paulo,SP,Sudeste,São Paulo,JARDIM LUANDA,4678020,RUA PROFESSOR DJALMA BENTO,155,-23.66652,-46.68121
2036,35039391,4.0,REGINA MIRANDA BRANT DE CARVALHO PROFA,São Paulo,SP,Sudeste,São Paulo,ENGENHEIRO MARSILAC,4891370,FILOMENA BELMONT,75,-23.90782,-46.70714
2037,35040976,4.5,PEDRO DE ALCANTARA MARCONDES MACHADO PROFESSOR,São Paulo,SP,Sudeste,São Paulo,VILA ROBERTINA,3807320,MANOEL DOS SANTOS BRAGA,391,-23.5027,-46.47368
2038,35043936,4.6,MARIO LOPES LEAO DR,São Paulo,SP,Sudeste,São Paulo,JARDIM DOS ALAMOS,4883270,JOSE MENDES NETTO,57,-23.72456,-46.68573
2039,35044283,5.1,OCTACILIO DE CARVALHO LOPES PROF,São Paulo,SP,Sudeste,São Paulo,CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA,3589000,WALDEMAR TIETZ,850,-23.54958,-46.48645
2040,35044436,4.4,CARLOS CATTONY,São Paulo,SP,Sudeste,São Paulo,JARDIM CASA GRANDE,4870423,PROFESSOR HERMAN VON IHERING,11,-23.66598,-46.67964
2041,35044441,4.0,EURIPEDES SIMOES DE PAULA PROF,São Paulo,SP,Sudeste,São Paulo,JARDIM LUCELIA,4852218,MARIA PAPE,30,-23.76208,-46.67306
2042,35046024,5.3,ESCOLA DE APLICACAO DA FACULDADE DE EDUCACAO DA USP,São Paulo,SP,Sudeste,São Paulo,BUTANTA,5508900,CIDADE UNIVERSITARIA,220,-23.55964,-46.71985
2043,35046059,4.8,ARGEO PINTO DIAS ENG,São Paulo,SP,Sudeste,São Paulo,JARDIM SABIA,4857350,FALCAO PEREGRINO,22,-23.73298,-46.71002
2044,35046309,5.4,TERCIO MORAES PEREIRA REV,São Paulo,SP,Sudeste,São Paulo,VILA ROSARIA,8021040,PEDRO SOARES DE ANDRADE,775,-23.50202,-46.43587
2045,35046361,4.1,ESTHER GARCIA PROFA EE,São Paulo,SP,Sudeste,São Paulo,JARDIM MYRNA,4856070,RUA ANTONIO CARLOS BENJAMIM DOS SANTOS,858,-23.48596,-46.42631
2046,35070178,4.7,EMEFM DERVILLE ALLEGRETTI PROF,São Paulo,SP,Sudeste,São Paulo,SANTANA,2011000,VOLUNTARIOS DA PATRIA,777,-23.51402,-46.62735
2047,35191224,4.4,JARDIM CAPELA IV,São Paulo,SP,Sudeste,São Paulo,PARQUE BOLOGNE,4941175,BARONESA,100,-23.53983,-46.65406
2048,35290701,6.1,ETEC CAROLINA CARINHATO SAMPAIO,São Paulo,SP,Sudeste,São Paulo,JARDIM VERGUEIRO,5818270,FREDERICO GROTTE,322,-23.64465,-46.77557
2049,35365622,5.4,SAPOPEMBA ETEC DE,São Paulo,SP,Sudeste,São Paulo,FAZENDA DA JUTA,3977408,BENJAMIN DE TUDELA,155,-23.59636,-46.51279
2050,35405243,5.7,VILA FORMOSA ETEC DE,São Paulo,SP,Sudeste,São Paulo,JARDIM VILA FORMOSA,3472100,BACTORIA,38,-23.5742,-46.52419
2051,35415443,4.8,JOSE EPHIM MINDLIN,São Paulo,SP,Sudeste,São Paulo,PARQUE PLANALTO,4841160,AUGUSTO TEIXEIRA,101,-23.62796,-46.64893
2052,35428905,5.3,CIDADE TIRADENTES ETEC DE,São Paulo,SP,Sudeste,São Paulo,CONJUNTO HABITACIONAL SANTA ETELVINA II,8485310,IGARAPE AGUA AZUL,70,-23.59332,-46.407
2053,35433858,6.2,TIQUATIRA ETEC,São Paulo,SP,Sudeste,São Paulo,JARDIM AMERICA DA PENHA,3704000,AVENIDA CONDESSA ELISABETH DE ROBIANO,5200,-23.51833,-46.55495
2054,35438424,6.0,JARDIM ANGELA ESCOLA TECNICA ESTADUAL,São Paulo,SP,Sudeste,São Paulo,PARQUE BOLOGNE,4941175,ESTRADA DA BARONESA,1695,-23.69903,-46.76876
2055,35438820,6.1,RAPOSO TAVARES ETEC,São Paulo,SP,Sudeste,São Paulo,CONJUNTO PROMORAR RAPOSO TAVARES,5574450,CACHOEIRA PORAQUE,326,-23.58776,-46.79871
2056,35901799,4.3,HERMINIO SACCHETTA,São Paulo,SP,Sudeste,São Paulo,PARQUE MARIA FERNANDES,4858570,PAULO GUILGUER REIMBERG,9865,-23.81607,-46.67059
2057,35902724,3.2,FERNANDO MAURO PIRES DA ROCHA DEPUTADO,São Paulo,SP,Sudeste,São Paulo,CIDADE TIRADENTES,8471520,JOSE PINTO,10,-23.60788,-46.4012
2058,35904314,4.0,GUERRA JUNQUEIRO,São Paulo,SP,Sudeste,São Paulo,CONJUNTO HABITACIONAL JUSCELINO KUBITSCHEK,8465220,FLORIANO ARRESTI,52,-23.56536,-46.39427
2059,35904879,4.1,GIL VICENTE,São Paulo,SP,Sudeste,São Paulo,PARQUE DO LAGO,4945005,ANTONIO ELIAS SCHOUERI,240,-23.43437,-46.71487
2060,35906207,5.0,YERVANT KISSAJIKIAN,São Paulo,SP,Sudeste,São Paulo,CONJUNTO RESIDENCIAL JOSE BONIFACIO,8253440,PAISAGEM NOTURNA,353,-23.5535,-46.43798
2061,35906542,4.4,DIB AUDI,São Paulo,SP,Sudeste,São Paulo,JARDIM ELIZABETH,5793280,JANUARIO DA CUNHA BARBOSA,413,-23.63977,-46.77642
2062,35906591,4.2,LEONOR FERNANDES COSTA ZACHARIAS,São Paulo,SP,Sudeste,São Paulo,JARDIM DAS FONTES,4894410,ENRIQUE AMORIM,101,-23.46213,-46.65641
2063,35908373,4.7,MAUD SA DE MIRANDA MONTEIRO PROFESSORA,São Paulo,SP,Sudeste,São Paulo,JARDIM COMERCIAL,5885240,FALKENBERG,240,-23.67484,-46.78491
2064,35910831,4.4,GERALDINO DOS SANTOS DEPUTADO,São Paulo,SP,Sudeste,São Paulo,JARDIM SANTO ANDRE,8390240,SERTANISTAS,1175,-23.6297,-46.44653
